region,channel,product_category,customer_segment,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,year,month,day,time_of_day,cost_per_impression,cost_per_click,reach_per_spend,value_ratio
North,Email,General,Premium,11.9,5.95,0.0436,682.0,16649,0.0468,7.95,-1.3660254037844388,7.0,529.23,2010,8,24,afternoon,0.0007147576431016,0.0152725992115745,57.310924369747895,88.94621848739496
North,Search,General,Premium,1281.6008372191563,4.95,0.3185,425.0,5260,0.0257,5.81,-1.0000000000000002,7.0,9173.87,2010,9,29,afternoon,0.2436503492812084,9.48055833779021,0.3316165124565412,1853.3070707070708
North,Email,Kitchen,Standard,5.9,2.95,0.5325,647.0,6142,0.0737,5.52,-0.3660254037844385,28.0,947.25,2010,10,11,afternoon,0.0009605991533702,0.0130339098150642,109.66101694915254,321.1016949152542
North,Social Media,Seasonal,Premium,17.700000000000003,2.95,0.0509,874.0,12419,0.0848,7.9,0.3660254037844389,30.0,29695.24,2011,4,17,afternoon,0.0014252355262098,0.0168070227147386,49.37853107344632,10066.183050847458
North,Email,Seasonal,Premium,1.25,1.25,0.0433,80.0,3172,0.016,1.42,0.3660254037844379,7.0,10917.31,2011,11,6,afternoon,0.0003940731399747,0.0246295712484237,64.0,8733.848
North,Search,Storage,Premium,20.8,2.08,0.2452,391.0,9754,0.0528,6.08,-0.3660254037844385,60.0,6116.04,2011,10,17,afternoon,0.0021324584785728,0.0403874711850926,18.798076923076923,2940.403846153846
North,TV,General,Premium,2.1,0.42,0.0751,69.0,1916,0.0838,5.0,-1.3660254037844386,28.0,2853.47,2011,7,6,morning,0.0010960334029227,0.0130791575527775,32.857142857142854,6793.97619047619
North,Search,Lighting,Premium,18.96,0.79,0.3096,97.0,1915,0.0044,3.02,0.3660254037844379,90.0,279390.54000000004,2011,11,17,afternoon,0.0099007832898172,2.2501780204130077,5.116033755274262,353658.9113924051
North,Email,General,Premium,1.25,1.25,0.3105,116.0,4164,0.0334,2.41,0.3660254037844379,90.0,30160.91,2011,11,24,afternoon,0.0003001921229586,0.0089877881125357,92.8,24128.728
North,Search,General,Budget,3.75,3.75,0.2601,444.0,8311,0.2799,2.08,-1.0,14.0,27.05,2011,6,19,afternoon,0.0004512092407652,0.0016120373017693,118.4,7.213333333333334
North,Affiliate,General,Premium,766.5055882638801,1.25,0.1809,641.0,7424,0.0356,3.87,0.3660254037844379,60.0,181.46,2010,11,11,afternoon,0.1032469811777855,2.900196100499594,0.8362626571997371,145.168
North,Influencer,Seasonal,Premium,2.95,2.95,0.0982,269.0,4881,0.0435,5.77,-0.3660254037844385,28.0,546.38,2010,10,7,afternoon,0.0006043843474697,0.0138938930452823,91.18644067796608,185.2135593220339
North,Affiliate,Storage,Premium,9.75,3.25,0.1544,302.0,3713,0.0398,1.9,-1.3660254037844388,14.0,6210.43,2011,8,5,afternoon,0.002625908968489,0.0659776122735952,30.97435897435897,1910.9015384615384
North,Search,Storage,Premium,19.5,1.95,0.4367,978.0,49650,0.0507,4.31,-1.3660254037844386,28.0,6922.06,2010,7,8,afternoon,0.0003927492447129,0.0077465334262917,50.15384615384615,3549.774358974359
North,Influencer,Kitchen,Premium,0.55,0.55,0.5656,322.0,5274,0.1535,3.09,-1.3660254037844386,28.0,1781.44,2011,7,20,afternoon,0.0001042851725445,0.0006793822315606,585.4545454545454,3238.981818181818
Central,TV,General,Premium,40.56,1.69,0.0898,415.0,4796,0.0095,0.85,-1.0000000000000002,60.0,1604.9199999999998,2010,9,21,afternoon,0.0084570475396163,0.8902155304859314,10.231755424063117,949.6568047337278
North,Search,Seasonal,Premium,102.0,8.5,0.0505,420.0,12561,0.0367,8.16,-0.3660254037844385,60.0,180139.68,2010,10,26,morning,0.0081203725818008,0.2212635580872155,4.117647058823529,21192.903529411764
North,Social Media,General,Premium,8.4,2.1,0.2229,566.0,6942,0.0179,4.26,-0.3660254037844385,60.0,1364.63,2011,10,26,afternoon,0.001210025929127,0.0675992139177124,67.38095238095238,649.8238095238096
North,Search,General,Premium,5.95,5.95,0.1799,271.0,5984,0.0003,6.63,-1.0000000000000002,21.0,6592.09,2011,9,9,morning,0.0009943181818181,3.3143939393939394,45.54621848739496,1107.9142857142856
North,Search,General,Premium,1093.849763371098,1.45,0.2252,508.0,3891,0.0563,5.95,-1.0000000000000002,30.0,1094.5800000000002,2010,9,9,evening,0.2811230437859414,4.993304507743187,0.4644147825515016,754.8827586206897
North,Email,Seasonal,Premium,5.1,0.85,0.1535,298.0,7379,0.0037,6.46,-0.3660254037844385,60.0,703.27,2011,10,30,afternoon,0.0006911505624068,0.1867974492991432,58.43137254901961,827.3764705882353
North,TV,General,Premium,14.85,4.95,0.1392,208.0,1933,0.2466,3.52,-1.0000000000000002,7.0,3765.81,2010,9,19,afternoon,0.0076823590274185,0.0311531185215673,14.006734006734009,760.769696969697
North,Social Media,Seasonal,Standard,0.85,0.85,0.3193,304.0,3755,0.067,1.34,1.0,14.0,942.45,2011,3,22,afternoon,0.0002263648468708,0.0033785798040423,357.64705882352945,1108.764705882353
North,Search,Storage,Premium,8.850000000000001,2.95,0.1286,396.0,7076,0.0979,5.23,0.3660254037844389,21.0,30372.07,2011,4,26,morning,0.0012507066139061,0.0127753484566512,44.7457627118644,10295.616949152542
North,Social Media,General,Premium,5.1,2.55,0.6,269.0,651,0.0202,6.85,-1.0,28.0,541.82,2010,6,8,afternoon,0.0078341013824884,0.387826801113291,52.74509803921569,212.47843137254907
North,Social Media,Seasonal,Premium,17.700000000000003,2.95,0.0191,896.0,31390,0.0091,4.83,0.3660254037844379,60.0,889.3100000000001,2011,11,13,afternoon,0.0005638738451736,0.0619641588102881,50.62146892655367,301.46101694915257
North,Affiliate,General,Premium,8.850000000000001,2.95,0.2768,631.0,15067,0.0526,3.91,-1.0000000000000002,21.0,2194.26,2011,9,16,morning,0.0005873763854781,0.0111668514349467,71.29943502824858,743.8169491525424
North,Influencer,General,Premium,1.25,1.25,0.2083,483.0,10699,0.1462,4.22,0.3660254037844379,60.0,2228.8,2010,11,15,afternoon,0.0001168333489111,0.0007991337134823,386.4,1783.0400000000002
North,Affiliate,General,Premium,9.95,9.95,0.1759,269.0,8684,0.0515,1.68,0.3660254037844379,28.0,3951.82,2010,11,23,afternoon,0.0011457853523721,0.0222482592693626,27.035175879396988,397.1678391959799
North,Search,Storage,Premium,3.3,1.65,0.3925,142.0,2820,0.093,0.97,-0.3660254037844385,90.0,1699.8,2011,10,17,afternoon,0.0011702127659574,0.0125829329672843,43.03030303030303,1030.1818181818182
North,Affiliate,General,Premium,11.7,1.95,0.204,211.0,2541,0.0437,1.84,0.3660254037844389,28.0,1075.09,2010,4,25,afternoon,0.0046044864226682,0.1053658220290215,18.034188034188038,551.3282051282051
North,Affiliate,General,Standard,19.8,4.95,0.2462,145.0,3792,0.0287,7.89,-0.3660254037844387,90.0,241.5,2010,5,20,afternoon,0.0052215189873417,0.1819344594892603,7.323232323232323,48.78787878787879
North,Social Media,Lighting,Premium,13.05,1.45,0.3894,510.0,10092,0.0612,4.19,1.3660254037844388,7.0,1263.88,2010,2,21,morning,0.0012931034482758,0.021129141311697,39.08045977011494,871.641379310345
North,Search,Storage,Premium,16.5,1.65,0.204,681.0,11583,0.052,3.04,-1.3660254037844386,14.0,7923.41,2011,7,25,morning,0.0014245014245014,0.0273942581634889,41.27272727272727,4802.066666666667
North,Social Media,Storage,Premium,13.2,0.55,0.6,404.0,16606,0.0592,3.87,1.3660254037844386,30.0,5147.53,2011,1,14,morning,0.0007948934120197,0.0134272535814147,30.60606060606061,9359.145454545453
North,TV,General,Premium,6.300000000000001,2.1,0.0985,349.0,7814,0.0268,1.15,-1.3660254037844386,28.0,1947.98,2010,7,22,afternoon,0.0008062452009214,0.0300837761537844,55.39682539682539,927.6095238095238
North,Search,General,Premium,4.65,4.65,0.4768,19.0,377,0.0589,3.87,-0.3660254037844387,28.0,728.74,2010,5,18,afternoon,0.0123342175066313,0.2094094653078319,4.086021505376344,156.71827956989247
North,Influencer,General,Premium,1.7,0.85,0.1487,103.0,3698,0.0475,4.63,-1.3660254037844386,14.0,3248.06,2011,7,20,morning,0.0004597079502433,0.0096780621103868,60.58823529411765,3821.2470588235296
North,Social Media,General,Standard,10.4,0.65,0.4574,184.0,2686,0.0384,3.13,-0.3660254037844385,28.0,883.1999999999999,2011,10,17,morning,0.0038719285182427,0.100831471829238,17.692307692307693,1358.7692307692307
North,Social Media,General,Premium,10.05,3.35,0.1243,155.0,6468,0.004,4.19,-1.0000000000000002,60.0,9497.22,2010,9,26,morning,0.0015538033395176,0.3884508348794063,15.422885572139302,2834.991044776119
North,Email,Storage,Premium,33.0,1.65,0.2824,681.0,8689,0.0427,3.78,1.3660254037844388,7.0,3160.98,2010,2,2,morning,0.0037979053976291,0.0889439203191846,20.63636363636364,1915.7454545454543
North,Social Media,Seasonal,Premium,0.78,0.39,0.1922,185.0,1992,0.019,3.8,-0.3660254037844387,60.0,42.72,2011,5,19,afternoon,0.0003915662650602,0.0206087507926442,237.1794871794872,109.53846153846152
East,Influencer,Storage,Standard,66.24,0.69,0.1007,129.0,1798,0.0632,3.17,-0.3660254037844385,14.0,532.15,2011,10,19,afternoon,0.0368409343715239,0.5829261767646188,1.947463768115942,771.231884057971
North,Search,Stationery,Premium,6.8,0.85,0.1659,107.0,4200,0.0014,3.63,0.3660254037844379,30.0,7199.400000000001,2011,11,21,afternoon,0.0016190476190476,1.1564625850340136,15.73529411764706,8469.882352941177
North,Influencer,Storage,Premium,6.6,1.65,0.2186,702.0,14422,0.1129,1.26,-1.0000000000000002,21.0,1135.08,2010,9,2,morning,0.000457634170018,0.004053447032932,106.36363636363636,687.9272727272727
North,Influencer,General,Premium,5.0,1.25,0.1793,35.0,723,0.0446,4.13,0.3660254037844389,7.0,1781.44,2011,4,17,afternoon,0.0069156293222683,0.155058953414088,7.0,1425.152
North,Search,Storage,Premium,3.9,1.95,0.0062,506.0,15853,0.019,7.15,-1.0000000000000002,28.0,47052.2,2010,9,28,afternoon,0.000246010218886,0.0129479062571586,129.74358974358975,24129.33333333333
North,Social Media,Seasonal,Premium,17.700000000000003,2.95,0.3217,896.0,13531,0.0162,1.65,0.9999999999999998,21.0,687.1500000000001,2009,12,16,morning,0.0013081073091419,0.08074736476185,50.62146892655367,232.93220338983053
North,Search,General,Premium,5.1,0.85,0.204,6.0,144,0.0788,4.77,1.0,90.0,1058.4,2010,3,3,morning,0.0354166666666666,0.4494500846023688,1.1764705882352942,1245.1764705882354
North,Social Media,Storage,Premium,2.2,0.55,0.4918,543.0,2960,0.053,1.01,-0.3660254037844387,21.0,1142.62,2011,5,15,afternoon,0.0007432432432432,0.0140234574196838,246.81818181818176,2077.4909090909086
North,Search,General,Premium,10.44,0.29,0.0618,215.0,2526,0.0146,3.87,-1.3660254037844388,21.0,11317.2,2011,8,16,afternoon,0.0041330166270783,0.2830833306218071,20.59386973180077,39024.8275862069
North,Social Media,General,Premium,10.08,0.42,0.0264,369.0,8704,0.0376,3.28,-0.3660254037844387,90.0,4672.98,2011,5,9,afternoon,0.0011580882352941,0.0308002190237797,36.60714285714285,11126.142857142857
North,Email,General,Premium,42.5,4.25,0.1858,269.0,3214,0.042,3.9,0.3660254037844379,60.0,861.82,2010,11,5,morning,0.0132233976353453,0.3148428008415563,6.329411764705882,202.78117647058824
North,Affiliate,Storage,Standard,30.0,1.25,0.1656,500.0,8718,0.2341,3.87,-1.0000000000000002,7.0,848.93,2010,9,22,afternoon,0.0034411562284927,0.0146995140046679,16.666666666666668,679.144
North,Email,General,Premium,8.25,1.65,0.1312,204.0,2844,0.0502,3.05,-1.0,28.0,1418.09,2011,6,21,afternoon,0.0029008438818565,0.0577857346983374,24.727272727272727,859.4484848484849
North,Social Media,Seasonal,Premium,30.0,1.25,0.1595,280.0,5025,0.0054,2.76,-0.3660254037844387,28.0,12170.19,2011,5,17,morning,0.0059701492537313,1.1055831951354338,9.333333333333334,9736.152
North,Social Media,General,Standard,19.8,4.95,0.204,472.0,10359,0.0526,3.6,0.3660254037844379,21.0,472.25000000000006,2011,11,18,afternoon,0.0019113814074717,0.0363380495717065,23.83838383838384,95.40404040404042
North,TV,Kitchen,Premium,21.0,1.75,0.1135,32.0,348,0.1637,3.51,-0.3660254037844387,28.0,14148.28,2010,5,7,morning,0.0603448275862069,0.36863059001959,1.5238095238095235,8084.731428571429
North,Social Media,General,Standard,30.0,1.25,0.1158,420.0,9225,0.0637,1.75,-1.3660254037844386,28.0,1053.06,2011,7,25,afternoon,0.0032520325203252,0.0510523158606782,14.0,842.448
North,Search,Lighting,Premium,9.9,4.95,0.204,30.0,292,0.1162,3.17,-1.0000000000000002,7.0,1517.13,2010,9,26,afternoon,0.033904109589041,0.2917737486148115,3.0303030303030303,306.4909090909091
North,Affiliate,General,Premium,3.75,3.75,0.1184,46.0,646,0.0459,1.46,0.3660254037844389,30.0,2937.68,2010,4,23,morning,0.0058049535603715,0.1264695764786823,12.266666666666667,783.3813333333333
North,Email,General,Premium,25.5,4.25,0.4577,127.0,9926,0.0858,4.04,0.9999999999999998,28.0,5086.77,2010,12,17,afternoon,0.0025690106790247,0.0299418494058832,4.980392156862745,1196.8870588235295
North,Social Media,Stationery,Premium,4.95,4.95,0.1913,254.0,6435,0.064,0.52,-1.0000000000000002,90.0,38493.98,2011,9,9,morning,0.0007692307692307,0.0120192307692307,51.31313131313131,7776.561616161616
North,Search,Stationery,Standard,8.5,8.5,0.4026,583.0,11446,0.0977,5.24,1.0,90.0,157.73000000000002,2010,3,21,morning,0.0007426175082998,0.0076009980378694,68.58823529411765,18.556470588235296
North,Affiliate,Storage,Premium,8.5,8.5,0.5904,168.0,3401,0.1308,3.87,0.9999999999999998,60.0,1781.44,2009,12,2,afternoon,0.0024992649220817,0.0191075299853344,19.764705882352946,209.58117647058825
North,Search,Seasonal,Premium,1.65,1.65,0.4746,325.0,8169,0.0441,3.61,0.9999999999999998,60.0,382.38,2010,12,6,afternoon,0.0002019831068674,0.0045801158019824,196.96969696969697,231.74545454545452
North,Email,General,Premium,17.85,5.95,0.0372,159.0,2430,0.0306,5.46,-0.3660254037844385,28.0,10766.84,2011,10,7,afternoon,0.0073456790123456,0.2400548696844993,8.907563025210083,1809.5529411764703
North,Search,General,Premium,2.5,1.25,0.1067,154.0,3590,0.0152,6.84,1.0,14.0,427.51,2010,3,24,afternoon,0.0006963788300835,0.045814396716024,61.6,342.008
North,TV,General,Budget,14.85,4.95,0.2487,600.0,14763,0.0168,6.39,1.0,21.0,87.45000000000002,2011,3,18,afternoon,0.0010058931111562,0.0598745899497779,40.40404040404041,17.666666666666668
North,Search,General,Premium,13.5,6.75,0.204,279.0,1551,0.173,5.51,0.9999999999999998,28.0,6506.97,2010,12,23,morning,0.0087040618955512,0.0503124965060766,20.666666666666668,963.9955555555556
North,Email,Seasonal,Standard,2.55,2.55,0.0888,192.0,3650,0.0435,1.59,0.3660254037844389,90.0,182.41,2011,4,10,afternoon,0.0006986301369863,0.0160604629192253,75.29411764705883,71.53333333333333
North,Social Media,Seasonal,Premium,3.75,3.75,0.2866,127.0,2956,0.0411,2.98,1.0,21.0,197.78,2010,3,28,afternoon,0.0012686062246278,0.0308663314994616,33.86666666666667,52.74133333333334
North,Social Media,Kitchen,Premium,69.6,1.45,0.3184,224.0,4706,0.0364,2.51,-0.3660254037844387,21.0,2444.04,2011,5,13,afternoon,0.0147896302592435,0.4063085236055911,3.218390804597701,1685.544827586207
North,Search,Stationery,Premium,17.0,4.25,0.2366,160.0,1752,0.1254,6.33,1.3660254037844388,90.0,766.28,2010,2,5,morning,0.0097031963470319,0.0773779613000954,9.411764705882351,180.30117647058825
North,Affiliate,General,Budget,13.5,6.75,0.072,123.0,2161,0.0169,3.87,-1.0000000000000002,28.0,91.25,2010,9,20,afternoon,0.0062471078204534,0.369651350322692,9.11111111111111,13.51851851851852
North,Email,Storage,Premium,1.1,0.55,0.3396,178.0,6580,0.0219,1.66,-1.0,7.0,43804.02,2011,6,21,afternoon,0.0001671732522796,0.0076334818392527,161.8181818181818,79643.67272727271
North,Email,Kitchen,Budget,6.8,147.2983574755094,0.2292,129.0,3396,0.0521,5.97,-1.3660254037844388,60.0,37.0,2010,8,17,morning,0.002002355712603,0.0384329311440127,18.97058823529412,0.2511908525942105
North,Social Media,General,Standard,10.2,0.85,0.1407,290.0,2387,0.0283,5.43,-0.3660254037844385,14.0,74.5,2010,10,26,evening,0.00427314620863,0.1509945656759745,28.43137254901961,87.64705882352942
North,Social Media,Storage,Standard,11.9,2.95,0.3213,439.0,10273,0.1077,3.15,1.0,7.0,83.98,2010,3,2,afternoon,0.0011583763262922,0.0107555833453316,36.890756302521005,28.46779661016949
North,Influencer,General,Premium,6.5,3.25,0.4456,117.0,-2047,0.0358,0.72,1.3660254037844386,28.0,779.36,2010,1,5,afternoon,-0.0031753786028334,-0.0886977263361289,18.0,239.80307692307693
North,Social Media,Seasonal,Premium,2.1,2.1,0.5869,363.0,11349,0.0554,1.98,1.0,21.0,839.33,2010,3,4,evening,0.0001850383293682,0.0033400420463578,172.85714285714286,399.6809523809524
North,Search,Storage,Premium,15.0,1.25,0.3353,595.0,7193,0.012,5.1,1.3660254037844386,14.0,3108.87,2010,1,10,afternoon,0.0020853607674127,0.1737800639510635,39.66666666666666,2487.096
North,Search,General,Premium,17.4,1.45,0.0917,355.0,19915,0.0368,6.69,-1.3660254037844386,60.0,2897.54,2010,7,9,morning,0.0008737132814461,0.0237422087349496,20.402298850574716,1998.303448275862
North,Search,General,Premium,25.200000000000003,2.1,0.2482,389.0,13010,0.0133,3.35,0.3660254037844379,30.0,4533.66,2010,11,25,afternoon,0.0019369715603382,0.1456369594239249,15.436507936507937,2158.885714285714
East,Influencer,General,Standard,16.5,8.25,0.3376,81.0,3644,0.0119,4.22,-1.0000000000000002,90.0,439.65,2011,9,5,afternoon,0.0045279912184412,0.3805034637345607,4.909090909090909,53.29090909090909
North,Search,General,Standard,6.75,6.75,0.1216,678.0,8674,0.0997,4.03,1.3660254037844386,60.0,295.05,2010,1,24,afternoon,0.0007781876873414,0.0078052927516698,100.44444444444444,43.71111111111112
North,Social Media,Storage,Premium,17.700000000000003,2.95,0.4087,256.0,1875,0.024,7.65,-0.3660254037844387,7.0,4616.75,2011,5,27,morning,0.00944,0.3933333333333334,14.46327683615819,1565.0
North,Social Media,General,Premium,6.300000000000001,2.1,0.0363,486.0,21256,0.1292,0.84,-1.3660254037844388,90.0,12.2,2010,8,26,evening,0.0002963869025216,0.0022940162733873,77.14285714285714,5.809523809523809
North,Search,General,Budget,8.7,1.45,0.0739,66.0,1348,0.0435,1.19,0.9999999999999998,7.0,72.45,2009,12,18,afternoon,0.0064540059347181,0.1483679525222551,7.586206896551725,49.96551724137932
North,Search,Storage,Premium,7.649999999999999,2.55,0.0637,396.0,6256,0.0223,6.05,1.3660254037844388,30.0,1775.68,2011,2,25,morning,0.0012228260869565,0.0548352505361668,51.76470588235295,696.3450980392157
North,Email,Storage,Premium,2.95,2.95,0.2428,32.0,1004,0.0642,6.47,1.3660254037844386,30.0,889.62,2011,1,16,morning,0.0029382470119521,0.0457670874135855,10.847457627118644,301.56610169491523
North,Affiliate,General,Premium,19.9,9.95,0.0559,201.0,3591,0.0237,7.47,0.3660254037844379,14.0,4186.469999999999,2010,11,1,afternoon,0.0055416318574213,0.2338241290051194,10.100502512562814,420.75075376884416
North,Search,Seasonal,Premium,17.34,2.89,0.0921,231.0,10080,0.0545,2.91,-1.0000000000000002,90.0,3282.9,2011,9,22,afternoon,0.001720238095238,0.0315640017474879,13.321799307958477,1135.9515570934257
North,Social Media,Seasonal,Premium,5.9,2.95,0.222,191.0,5019,0.1122,3.34,1.3660254037844386,30.0,2856.44,2010,1,5,afternoon,0.0011755329746961,0.0104771209865967,32.3728813559322,968.284745762712
North,Search,General,Premium,19.8,1.65,0.2125,616.0,12698,0.0216,5.27,-1.0000000000000002,14.0,2483.4,2011,9,29,evening,0.001559300677272,0.0721898461700005,31.11111111111111,1505.0909090909092
North,Search,General,Premium,5.1,0.85,0.2797,269.0,3502,0.1256,4.32,0.3660254037844379,28.0,91.54,2010,11,18,afternoon,0.0014563106796116,0.0115948302516851,52.74509803921569,107.69411764705885
North,Email,Storage,Budget,2.55,2.55,0.1962,396.0,3803,0.0435,6.81,0.3660254037844379,30.0,242.26,2011,11,27,afternoon,0.0006705232711017,0.0154143280713048,155.29411764705884,95.00392156862743
North,Search,Kitchen,Premium,4.25,0.85,0.2422,209.0,5438,0.0331,6.43,-1.3660254037844388,30.0,9874.16,2010,8,16,afternoon,0.0007815373299006,0.0236113996948851,49.1764705882353,11616.658823529411
North,Social Media,General,Premium,15.0,1.25,0.0657,208.0,4076,0.0204,4.35,-1.3660254037844386,28.0,5775.7,2011,7,27,morning,0.0036800785083415,0.1803960053108584,13.866666666666667,4620.56
North,Affiliate,General,Premium,1.65,1.65,0.1359,14.0,261,0.0725,2.76,0.9999999999999998,30.0,504.0,2009,12,16,afternoon,0.0063218390804597,0.0871977804201347,8.484848484848484,305.4545454545455
North,TV,General,Premium,8.5,0.85,0.0414,153.0,4089,0.0183,3.92,0.9999999999999998,28.0,403.3200000000001,2009,12,3,afternoon,0.0020787478601124,0.11359277924112,18.0,474.4941176470589
North,Email,General,Premium,3.75,3.75,0.4374,107.0,3366,0.0607,6.39,-1.3660254037844388,90.0,3546.65,2010,8,22,afternoon,0.0011140819964349,0.0183539043893729,28.53333333333333,945.7733333333332
North,Email,Storage,Budget,1.95,1.95,0.1649,270.0,4698,0.0942,1.24,0.3660254037844379,60.0,147.11999999999998,2010,11,21,afternoon,0.0004150702426564,0.0044062658456098,138.46153846153845,75.44615384615383
North,Influencer,Storage,Premium,33.0,1.65,0.204,268.0,2960,0.025,4.57,0.3660254037844379,14.0,39667.19,2010,11,29,afternoon,0.0111486486486486,0.4459459459459459,8.121212121212121,24040.72121212121
North,Social Media,Stationery,Premium,15.0,1.25,0.2082,80.0,618,0.0604,7.23,-1.0,7.0,198684.84,2011,6,22,morning,0.0242718446601941,0.4018517327846717,5.333333333333333,158947.872
North,Search,Stationery,Premium,3.4,0.85,0.1627,23.0,328,0.0096,4.62,0.9999999999999998,30.0,275.14,2009,12,17,morning,0.0103658536585365,1.0797764227642277,6.764705882352941,323.6941176470588
North,TV,Stationery,Premium,5.04,0.42,0.0287,114.0,1362,0.0619,3.26,-1.3660254037844388,60.0,1214.2,2010,8,31,afternoon,0.0037004405286343,0.0597809455352885,22.61904761904762,2890.952380952381
North,Affiliate,Seasonal,Standard,12.5,1.25,0.3561,359.0,4104,0.0068,3.31,0.3660254037844379,90.0,446.28,2010,11,4,evening,0.0030458089668615,0.4479130833619997,28.72,357.024
North,Social Media,General,Premium,3.4799999999999995,0.29,0.1025,4.0,123,0.0513,3.38,-1.3660254037844388,90.0,26443.04,2011,8,16,afternoon,0.0282926829268292,0.5515142870726952,1.149425287356322,91182.89655172414
North,Social Media,General,Standard,15.3,2.55,0.0831,601.0,16545,0.0118,4.58,-0.3660254037844385,21.0,1779.11,2010,10,19,afternoon,0.0009247506799637,0.0783687016918419,39.28104575163398,697.6901960784314
North,Influencer,General,Premium,16.35,5.45,0.1274,112.0,4037,0.0254,3.95,0.3660254037844389,14.0,31.35,2010,4,8,afternoon,0.0040500371563041,0.1594502817442593,6.850152905198776,5.752293577981652
North,Social Media,Lighting,Premium,5.9,2.95,0.1927,29.0,866,0.1519,4.54,1.0,30.0,583.31,2011,3,31,afternoon,0.0068129330254041,0.0448514353219496,4.915254237288135,197.7322033898305
North,Affiliate,Kitchen,Premium,5.07,1.69,0.0393,210.0,2819,0.0436,8.8,1.3660254037844386,14.0,184.27,2010,1,28,evening,0.001798510109968,0.0412502318800016,41.42011834319526,109.0355029585799
North,Affiliate,Seasonal,Premium,17.700000000000003,2.95,0.0381,827.0,11330,0.0572,3.87,0.3660254037844379,21.0,4801.05,2011,11,23,night,0.0015622241835834,0.0273116116011085,46.7231638418079,1627.4745762711864
North,Social Media,General,Premium,3.75,1.25,0.3519,431.0,5510,0.0329,4.92,0.3660254037844379,30.0,2768.67,2011,11,6,morning,0.0006805807622504,0.0206863453571566,114.93333333333334,2214.936
North,TV,General,Premium,16.35,5.45,0.4305,355.0,3094,0.008,5.22,0.3660254037844389,90.0,9308.09,2010,4,11,afternoon,0.005284421460892,0.6605526826115062,21.71253822629969,1707.9064220183486
North,Email,Storage,Premium,8.850000000000001,2.95,0.1788,1490.0,12087,0.063,5.61,-1.3660254037844386,30.0,748.33,2010,7,5,afternoon,0.0007321916108215,0.0116220890606594,168.36158192090392,253.671186440678
North,Influencer,Stationery,Premium,12.7,6.35,0.1937,192.0,6526,0.0734,5.79,0.9999999999999998,60.0,58301.87,2010,12,20,afternoon,0.0019460619062212,0.0265131049893905,15.118110236220474,9181.3968503937
North,Email,Stationery,Premium,5.04,0.42,0.2822,125.0,2565,0.1639,2.49,1.3660254037844388,90.0,3237.36,2011,2,23,afternoon,0.0019649122807017,0.0119884824936043,24.8015873015873,7708.000000000001
