region,channel,product_category,customer_segment,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,sales_revenue,year,month,day,time_of_day,cost_per_impression,cost_per_click,reach_per_spend,value_ratio
North,Social Media,General,Premium,6.5,0.65,0.0796,269.0,3461,0.0475,2.42,0.3660254037844389,28.0,1781.44,240.78544744366616,2010,4,20,afternoon,0.0018780699219878647,0.03953831414711294,41.38461538461539,2740.6769230769232
North,Social Media,General,Premium,0.85,0.85,0.1494,243.0,5279,0.0573,2.79,0.3660254037844379,7.0,65709.14,189.7308652007753,2011,11,20,afternoon,0.0001610153438151165,0.002810040904277775,285.88235294117646,77304.8705882353
North,Email,Storage,Premium,16.5,1.65,0.1641,845.0,10960,0.0353,6.13,1.0,14.0,48.95,140.9454149469077,2011,3,3,afternoon,0.0015054744525547445,0.04264800148880296,51.21212121212121,29.66666666666667
North,Search,Storage,Premium,0.85,0.85,0.1861,356.0,6950,0.2142,3.92,-0.3660254037844387,30.0,6987.43,243.79521875048573,2011,5,4,morning,0.0001223021582733813,0.0005709717939933767,418.8235294117647,8220.505882352942
North,Affiliate,General,Premium,20.16,0.42,0.2243,136.0,2756,0.1218,5.79,0.9999999999999998,60.0,13951.97,230.585660072766,2010,12,10,morning,0.007314949201741655,0.06005705420149141,6.746031746031746,33218.97619047619
North,Email,Stationery,Standard,39.0,1.95,0.3123,658.0,11825,0.0145,2.89,-1.3660254037844386,28.0,97.4,87.7114925344795,2010,7,5,afternoon,0.0032980972515856237,0.22745498286797403,16.871794871794872,49.948717948717956
North,Social Media,General,Premium,11.25,3.75,0.3241,289.0,6374,0.0449,5.21,1.3660254037844386,30.0,1387.83,114.02328662241972,2011,1,7,morning,0.0017649827423909634,0.039309192480867776,25.68888888888889,370.08799999999997
North,Email,General,Premium,0.78,0.39,0.3485,89.0,3123,0.051,3.45,-1.3660254037844386,14.0,34671.78,159.94077931554634,2011,7,1,afternoon,0.00024975984630163305,0.004897251888267315,114.1025641025641,88902.0
North,Search,Storage,Premium,16.5,1.65,0.3056,845.0,13993,0.1262,3.41,-1.0,28.0,1603.37,157.0267964306109,2010,6,7,afternoon,0.0011791610090759665,0.00934358961232937,51.21212121212121,971.739393939394
North,Search,Seasonal,Standard,13.5,6.75,0.5874,227.0,8793,0.0605,6.01,-1.3660254037844386,90.0,838.8,40.58413723774876,2011,7,31,afternoon,0.0015353121801432957,0.02537706082881481,16.814814814814813,124.26666666666667
North,TV,Stationery,Premium,5.04,0.42,0.0396,148.0,3832,0.0262,2.0,0.3660254037844389,14.0,21407.11,190.59872472267563,2011,4,17,morning,0.0013152400835073068,0.050200003187301785,29.365079365079364,50969.30952380953
North,Affiliate,General,Premium,1.65,1.65,0.3856,200.0,1940,0.0362,4.56,0.3660254037844379,90.0,26272.27,123.63617514004176,2010,11,18,afternoon,0.0008505154639175257,0.02349490231816369,121.21212121212122,15922.58787878788
North,Search,General,Premium,1.05,0.21,0.1741,209.0,6704,0.0432,4.16,-0.3660254037844385,28.0,1247.47,330.92592477926786,2011,10,3,morning,0.00015662291169451074,0.00362553036329886,199.04761904761904,5940.333333333334
North,Email,General,Premium,17.4,1.45,0.2539,225.0,3475,0.0335,1.29,0.3660254037844389,30.0,9159.85,160.99962987722546,2011,4,19,morning,0.005007194244604316,0.14946848491356166,12.931034482758621,6317.137931034483
North,Search,Stationery,Premium,19.5,1.95,0.1783,658.0,20771,0.0443,4.53,0.3660254037844379,90.0,8065.04,175.2754983154072,2010,11,15,afternoon,0.0009388089162775023,0.021192074859537297,33.743589743589745,4135.917948717949
North,Search,Storage,Premium,0.55,0.55,0.3233,614.0,18253,0.0803,6.0,0.3660254037844379,14.0,2361.9500000000003,235.79753032386907,2010,11,15,afternoon,3.0132033090450887e-05,0.0003752432514377446,1116.3636363636363,4294.454545454546
North,Email,Seasonal,Standard,15.0,1.25,0.1452,158.0,6755,0.1115,4.81,0.3660254037844379,21.0,513.331,145.32551797067023,2011,11,7,morning,0.0022205773501110288,0.019915491929246895,10.533333333333333,410.6648
North,Search,General,Premium,79.19999999999999,1.65,0.2955,35.0,454,0.0569,4.53,-1.0,60.0,36223.41,82.8877710695046,2010,6,8,afternoon,0.17444933920704844,3.0658934834279163,0.441919191919192,21953.58181818182
North,Affiliate,Storage,Premium,1.95,1.95,0.1311,450.0,12383,0.0435,5.49,0.9999999999999998,14.0,1899.54,117.09770057067462,2010,12,9,afternoon,0.00015747395623031576,0.003620090947823351,230.76923076923077,974.123076923077
North,Influencer,General,Premium,3.3,1.65,0.0985,405.0,19542,0.1563,4.22,-0.3660254037844385,14.0,334.39000000000004,174.1507484276767,2011,10,30,afternoon,0.00016886705557261282,0.0010804034265682202,122.72727272727273,202.66060606060609
North,Email,General,Premium,17.0,4.25,0.6,335.0,8065,0.1117,1.25,-1.3660254037844386,28.0,7998.73,90.8673287574744,2010,7,13,afternoon,0.0021078735275883447,0.01887084626310067,19.705882352941178,1882.0541176470588
North,Affiliate,General,Premium,11.9,5.95,0.5303,66.0,1107,0.1014,5.34,-1.3660254037844386,7.0,127.35,16.882638061277465,2010,7,30,afternoon,0.010749774164408312,0.10601355191724172,5.546218487394958,21.403361344537814
North,Search,General,Premium,2.55,0.85,0.1297,99.0,2444,0.0926,4.49,1.3660254037844388,60.0,1358.52,166.30942057905685,2011,2,15,morning,0.0010433715220949263,0.011267511037742184,38.82352941176471,1598.2588235294118
Central,Social Media,Stationery,Premium,24.75,4.95,0.2262,254.0,4183,0.0126,3.59,0.3660254037844379,30.0,994.0,107.66974597566126,2011,11,17,morning,0.005916806120009562,0.4695877873023462,10.262626262626263,200.8080808080808
North,Social Media,Stationery,Premium,1.26,0.42,0.2901,89.0,1514,0.0435,2.34,-0.3660254037844385,60.0,1478.41,210.82822183397303,2011,10,28,afternoon,0.0008322324966974901,0.019131781533275636,70.63492063492063,3520.0238095238096
North,Social Media,Storage,Premium,13.2,0.55,0.5009,178.0,2525,0.0042,2.49,-1.0,7.0,8784.960000000001,160.57254682798396,2011,6,24,afternoon,0.005227722772277227,1.2446958981612448,13.484848484848486,15972.654545454547
North,Affiliate,Kitchen,Premium,15.3,252.2917584843313,0.1021,98.0,4243,0.1163,6.81,0.3660254037844379,21.0,1433.07,79.09431328290925,2010,11,15,morning,0.0036059391939665332,0.031005496078818,6.405228758169934,5.680209328316214
North,Influencer,General,Premium,16.6,4.15,0.1146,115.0,1640,0.0325,4.2,-0.3660254037844385,28.0,5252.34,110.00424924583211,2011,10,21,afternoon,0.010121951219512195,0.31144465290806755,6.927710843373493,1265.624096385542
North,Social Media,Stationery,Premium,7.8,1.95,0.1732,658.0,14919,0.0233,2.28,-0.3660254037844387,60.0,100609.5,168.10756814609775,2010,5,6,afternoon,0.0005228232455258395,0.022438765902396546,84.35897435897436,51594.61538461538
North,Email,General,Premium,15.0,1.25,0.2396,22.0,722,0.0138,2.99,0.9999999999999998,14.0,558.15,104.24743980760228,2009,12,21,afternoon,0.02077562326869806,1.5054799470071059,1.4666666666666666,446.52
North,Influencer,General,Standard,25.200000000000003,2.1,0.2151,258.0,3440,0.0325,7.58,-1.3660254037844386,60.0,97.15,75.14480549757482,2011,7,14,morning,0.007325581395348838,0.22540250447227195,10.238095238095237,46.26190476190476
North,Social Media,Stationery,Premium,5.04,0.42,0.2429,181.0,3618,0.005,5.12,1.0,28.0,983.08,230.5984913084589,2010,3,31,morning,0.0013930348258706469,0.27860696517412936,35.91269841269841,2340.666666666667
North,Email,Stationery,Premium,10.5,0.42,0.6,201.0,6139,0.0849,5.19,-0.3660254037844387,60.0,958.68,208.49894414469216,2010,5,2,afternoon,0.0017103762827822121,0.020145774826645608,19.142857142857142,2282.5714285714284
North,Email,General,Premium,1.25,1.25,0.043,105.0,1692,0.0462,2.02,1.3660254037844388,90.0,34490.4,146.52313064506006,2011,2,2,afternoon,0.0007387706855791962,0.015990707480069182,84.0,27592.32
North,TV,General,Premium,1173.5147102404123,0.85,0.0598,164.0,2824,0.0679,6.23,-1.3660254037844386,14.0,3874.690000000001,94.70512278720756,2010,7,25,afternoon,0.41555053478768145,6.120037331188239,0.13975112418181967,4558.458823529413
North,Influencer,Storage,Premium,2.9,0.29,0.5042,269.0,586,0.0327,4.21,0.9999999999999998,7.0,157.85000000000002,296.9179857330081,2009,12,10,evening,0.004948805460750853,0.15133961653672334,92.75862068965517,544.3103448275863
North,Email,Kitchen,Premium,7.800000000000001,0.65,0.4924,209.0,1420,0.1161,0.9,-0.3660254037844387,90.0,1781.44,196.4302304380859,2010,5,9,afternoon,0.005492957746478874,0.04731229755795757,26.794871794871792,2740.6769230769232
North,TV,General,Premium,19.8,1.65,0.2774,269.0,4368,0.1125,3.4,-1.3660254037844388,28.0,3708.67,110.52892747219994,2010,8,12,afternoon,0.004532967032967033,0.04029304029304029,13.585858585858585,2247.678787878788
North,Social Media,Seasonal,Premium,3.4799999999999995,0.29,0.0651,493.0,14751,0.0389,2.48,-1.3660254037844388,90.0,660.33,365.1898907588556,2010,8,29,morning,0.00023591620907057145,0.006064684037803894,141.66666666666669,2277.0000000000005
North,Search,Lighting,Premium,5.9,2.95,0.1883,40.0,654,0.0371,2.1,0.9999999999999998,21.0,1108.71,106.23120017787916,2010,12,3,morning,0.009021406727828746,0.2431646018282681,6.779661016949152,375.83389830508474
North,Affiliate,General,Premium,1.65,1.65,0.0676,440.0,6741,0.1099,4.06,0.3660254037844379,28.0,776.91,152.48168552524334,2010,11,10,afternoon,0.00024477080551846904,0.002227213880968781,266.6666666666667,470.8545454545455
North,Social Media,Storage,Premium,17.0,4.25,0.356,143.0,5661,0.0221,7.59,-0.3660254037844385,21.0,7396.02,78.97537350308772,2010,10,26,afternoon,0.003003003003003003,0.1358824888236653,8.411764705882353,1740.24
North,Social Media,General,Budget,12.75,4.25,0.3472,386.0,10060,0.0668,5.55,0.3660254037844379,60.0,52.35,124.1237190267048,2011,11,21,afternoon,0.0012673956262425447,0.01897298841680456,30.274509803921568,12.31764705882353
North,Affiliate,General,Premium,4.95,4.95,0.1651,717.0,11561,0.0137,2.95,1.3660254037844386,30.0,1632.47,90.01188508303309,2011,1,23,afternoon,0.00042816365366317796,0.03125282143526846,144.84848484848484,329.7919191919192
North,Search,Seasonal,Premium,15.0,1.25,0.204,271.0,3145,0.0057,3.16,0.3660254037844379,21.0,3247.8,155.48374461838884,2010,11,25,afternoon,0.0047694753577106515,0.8367500627562546,18.066666666666666,2598.2400000000002
North,Affiliate,General,Standard,0.65,0.65,0.0062,169.0,1819,0.0143,1.85,0.3660254037844379,28.0,222.3,179.0156744157328,2011,11,22,morning,0.0003573391973611875,0.0249887550602229,260.0,342.0
North,Social Media,Stationery,Premium,11.9,2.95,0.4291,269.0,13481,0.1058,5.89,-1.0000000000000002,30.0,1264.0500000000002,101.83179631304704,2010,9,21,afternoon,0.0008827238335435057,0.008343325458823304,22.60504201680672,428.49152542372883
North,Email,Stationery,Premium,10.2,0.85,0.0692,269.0,11575,0.0435,5.19,0.9999999999999998,7.0,1781.44,159.5924253236466,2009,12,16,morning,0.0008812095032397408,0.020257689729649215,26.372549019607845,2095.8117647058825
North,Email,General,Premium,3.3,1.65,0.0192,426.0,6235,0.0077,1.44,-1.3660254037844388,90.0,49498.600000000006,143.76035914497646,2011,8,9,afternoon,0.0005292702485966319,0.0687363959216405,129.0909090909091,29999.15151515152
North,Email,Storage,Premium,15.9,7.95,0.2198,426.0,11175,0.0657,3.87,-1.0000000000000002,14.0,348.94,61.07365569536073,2010,9,7,afternoon,0.0014228187919463088,0.021656298203140165,26.79245283018868,43.89182389937107
North,Email,Storage,Premium,3.75,1.25,0.2492,428.0,9533,0.0376,6.79,1.3660254037844388,21.0,4197.01,129.76713367448545,2010,2,25,afternoon,0.0003933703975663485,0.01046197865867948,114.13333333333334,3357.608
North,Search,Stationery,Premium,5.04,0.42,0.0745,125.0,1879,0.0491,9.02,0.9999999999999998,21.0,3479.76,213.65936275821144,2011,12,8,afternoon,0.0026822778073443323,0.05462887591332652,24.8015873015873,8285.142857142859
North,Search,Storage,Premium,2.08,2.08,0.2066,269.0,13498,0.0258,1.02,0.3660254037844379,30.0,1540.77,146.70110589020678,2011,11,15,morning,0.00015409690324492517,0.005972748187787797,129.32692307692307,740.7548076923076
North,Influencer,General,Standard,22.5,3.75,0.0234,426.0,4731,0.0435,3.02,-0.3660254037844387,28.0,447.56,145.89405235171486,2010,5,9,afternoon,0.004755865567533291,0.1093302429317998,18.933333333333334,119.34933333333333
North,Social Media,General,Premium,29.700000000000003,4.95,0.2724,7.0,165,0.0104,5.54,0.3660254037844389,30.0,9674.75,80.24998559761502,2011,4,15,morning,0.18000000000000002,17.30769230769231,0.23569023569023567,1954.4949494949494
North,TV,Storage,Premium,49.5,1.65,0.3259,585.0,9677,0.104,1.52,0.3660254037844379,90.0,223.4,168.03329807060618,2010,11,24,afternoon,0.005115221659605249,0.04918482365005048,11.818181818181818,135.3939393939394
North,TV,General,Premium,4.2,2.1,0.1885,319.0,1720,0.0943,0.93,0.9999999999999998,60.0,2479.41,151.10987222657977,2010,12,6,afternoon,0.0024418604651162794,0.02589459666083011,75.95238095238095,1180.6714285714284
North,Email,Storage,Premium,12.6,2.1,0.063,170.0,2579,0.1216,0.32,1.3660254037844388,14.0,649.32,164.0154486176446,2010,2,17,morning,0.0048856145792943,0.040177751474459705,13.492063492063492,309.2
North,Search,Storage,Premium,58.5,1.95,0.393,423.0,6538,0.0723,2.42,-1.3660254037844388,60.0,5834.84,100.60907359051416,2011,8,4,afternoon,0.008947690425206486,0.12375782054227503,7.230769230769231,2992.2256410256414
North,Email,Stationery,Standard,30.0,15.0,0.2818,405.0,7075,0.0037,6.42,-1.3660254037844386,14.0,166.2,24.089122839339986,2010,7,25,morning,0.004240282685512367,1.146022347435775,13.5,11.08
North,Social Media,General,Premium,7.649999999999999,2.55,0.0632,601.0,17594,0.0082,4.05,0.9999999999999998,28.0,238.82,152.76906596436996,2009,12,3,afternoon,0.0004348073206775036,0.053025283009451654,78.562091503268,93.65490196078431
North,Email,General,Premium,11.9,1.65,0.0192,269.0,8833,0.0312,2.2,0.9999999999999998,30.0,21566.1,168.11393697929762,2010,12,5,afternoon,0.001347220649835843,0.043180149033200096,22.60504201680672,13070.363636363636
North,TV,General,Standard,2.95,2.95,0.1236,327.0,13371,0.0643,3.08,0.3660254037844379,90.0,178.1,102.85127731867216,2010,11,12,morning,0.00022062672948919304,0.0034312088567526136,110.84745762711864,60.3728813559322
North,Email,Kitchen,Premium,15.0,1.25,0.204,81.0,1735,0.0748,7.61,-1.3660254037844388,21.0,9912.78,93.77815766414489,2011,8,26,afternoon,0.008645533141210375,0.11558199386644884,5.4,7930.224
North,Social Media,Stationery,Premium,10.08,0.42,0.0977,177.0,9379,0.0385,6.18,-0.3660254037844385,21.0,1845.17,228.6913529453296,2010,10,7,morning,0.001074741443650709,0.02791536217274569,17.55952380952381,4393.2619047619055
North,TV,Kitchen,Premium,17.85,5.95,0.3718,179.0,2960,0.067,2.32,-0.3660254037844385,7.0,3146.44,87.88831241124456,2010,10,14,morning,0.006030405405405406,0.09000605082694635,10.028011204481793,528.8134453781513
North,Email,Storage,Premium,1487.8227442094617,1.95,0.363,506.0,11583,0.0215,1.65,0.3660254037844379,28.0,4323.620000000001,192.09614019864924,2010,11,25,afternoon,0.12844882536557556,5.974363970491887,0.34009427666657804,2217.241025641026
North,Email,Lighting,Standard,3.4,0.85,0.1894,74.0,899,0.0435,6.89,-0.3660254037844385,60.0,1791.63,119.88402204815849,2011,10,25,afternoon,0.003781979977753059,0.08694206845409332,21.764705882352942,2107.8
North,Social Media,General,Premium,6.95,6.95,0.0527,145.0,1725,0.0839,4.19,-1.0000000000000002,7.0,1781.44,72.13506321040839,2010,9,5,afternoon,0.0040289855072463765,0.048021281373615936,20.863309352517984,256.3223021582734
North,Email,General,Standard,11.9,1.25,0.1123,35.0,-449,0.132,6.51,-1.3660254037844388,28.0,186.4,91.20498990127932,2010,8,8,afternoon,-0.026503340757238307,-0.20078288452453263,2.941176470588235,149.12
North,Email,General,Premium,15.0,3.75,0.4381,289.0,5861,0.0244,6.85,1.0,90.0,164.6,93.249925392246,2011,3,29,morning,0.0025592902235113462,0.10488894358653056,19.266666666666666,43.89333333333333
North,Search,Storage,Premium,11.8,2.95,0.1708,1490.0,59054,0.0078,3.12,-0.3660254037844387,90.0,1084.85,150.41523810216714,2010,5,20,evening,0.00019981711653740646,0.02561757904325724,126.27118644067797,367.74576271186436
North,Search,Storage,Premium,5.0,1.25,0.1571,500.0,8264,0.0479,6.81,0.3660254037844379,14.0,1846.44,163.75796790641118,2010,11,15,afternoon,0.0006050338818973862,0.012631187513515371,100.0,1477.152
North,Social Media,General,Premium,15.0,3.75,0.1378,360.0,5445,0.0511,0.18,0.3660254037844389,90.0,74.75999999999999,172.47005388592896,2010,4,15,afternoon,0.0027548209366391185,0.05391039014949351,24.0,19.935999999999996
North,Search,General,Standard,1.25,1.25,0.1657,23.0,539,0.0124,4.61,-1.0,14.0,443.34,70.77154353666019,2010,6,21,afternoon,0.002319109461966605,0.18702495661021007,18.4,354.67199999999997
North,Affiliate,General,Premium,34.56,0.72,0.2594,183.0,5215,0.0028,3.87,-1.3660254037844386,7.0,15137.43,107.06849761913875,2011,7,22,afternoon,0.006627037392138064,2.366799068620737,5.295138888888888,21024.208333333336
North,Influencer,Stationery,Premium,3.75,1.25,0.2698,214.0,11206,0.0454,3.95,0.3660254037844379,30.0,1781.44,159.07193321984417,2011,11,7,morning,0.00033464215598786364,0.007370972598851622,57.06666666666667,1425.152
North,Email,Kitchen,Budget,10.2,0.85,0.204,328.0,4212,0.0461,3.67,-0.3660254037844387,28.0,120.0,187.5418633824177,2010,5,12,morning,0.0024216524216524216,0.05253042129397877,32.15686274509804,141.1764705882353
North,Email,General,Premium,22.5,3.75,0.3085,160.0,3857,0.1141,1.33,-1.3660254037844386,28.0,69340.38,106.74117239083104,2010,7,1,morning,0.005833549390718174,0.05112663795546166,7.111111111111111,18490.768
North,Search,Seasonal,Premium,3.9,1.95,0.0303,276.0,6508,0.0497,8.34,1.3660254037844388,14.0,674.3199999999999,121.80743504087545,2010,2,12,afternoon,0.0005992624462200369,0.01205759449134883,70.76923076923077,345.8051282051282
North,Social Media,General,Premium,29.700000000000003,4.95,0.1901,269.0,810,0.0224,3.79,0.9999999999999998,7.0,4030.77,116.3761953310046,2010,12,6,afternoon,0.03666666666666667,1.6369047619047623,9.057239057239057,814.2969696969697
Central,Social Media,Stationery,Standard,40.5,6.75,0.1211,183.0,3066,0.128,5.07,-1.0,28.0,517.55,71.75392404949568,2011,6,5,afternoon,0.013209393346379647,0.103198385518591,4.518518518518518,76.67407407407407
North,TV,General,Premium,25.200000000000003,2.1,0.0332,521.0,8420,0.0355,7.88,-1.0000000000000002,60.0,5631.04,105.91848356318484,2011,9,28,afternoon,0.0029928741092636584,0.08430631293700447,20.674603174603174,2681.447619047619
North,Social Media,Seasonal,Premium,60.0,1.25,0.568,280.0,5277,0.0023,1.32,-1.3660254037844388,60.0,1031.64,113.67510715729902,2010,8,19,afternoon,0.01137009664582149,4.943520280791952,4.666666666666667,825.3120000000001
North,Search,General,Premium,11.9,1.25,0.0201,170.0,4138,0.008,6.75,0.9999999999999998,30.0,69806.44,149.49387781935312,2011,12,6,afternoon,0.002875785403576607,0.3594731754470759,14.285714285714285,55845.152
North,TV,Seasonal,Premium,19.8,1.65,0.1365,269.0,7215,0.0384,4.84,0.3660254037844379,28.0,4803.1900000000005,116.70670642439728,2011,11,24,morning,0.002744282744282744,0.07146569646569648,13.585858585858585,2911.024242424243
North,Email,General,Premium,19.9,9.95,0.07,201.0,2708,0.02,1.46,0.3660254037844379,90.0,18232.78,114.88939319299256,2010,11,22,morning,0.007348596750369276,0.36742983751846375,10.100502512562814,1832.440201005025
North,Social Media,General,Premium,1.65,0.55,0.0505,443.0,3948,0.1376,4.7,0.9999999999999998,14.0,7326.07,289.58122281112054,2010,12,6,afternoon,0.0004179331306990881,0.0030373047289177914,268.4848484848485,13320.127272727272
North,Email,Storage,Standard,10.0,1.25,0.2954,568.0,7583,0.1195,3.53,-1.3660254037844386,28.0,13.95,136.8958718814,2011,7,7,afternoon,0.0013187392852433075,0.011035475190320564,56.8,11.16
North,Search,Storage,Premium,19.9,9.95,0.4356,346.0,6926,0.0341,5.72,-1.0,30.0,1125.9,43.86334497538597,2010,6,1,morning,0.0028732313023390123,0.08425898247328482,17.386934673366834,113.15577889447238
North,Search,General,Premium,70.80000000000001,2.95,0.1953,122.0,5577,0.2216,4.73,1.3660254037844388,90.0,31157.501,222.55698023295,2011,2,1,afternoon,0.012694997310381928,0.057287893999918446,1.7231638418079094,10561.864745762712
North,Search,Storage,Premium,2.75,0.55,0.0935,528.0,9122,0.137,3.04,-0.3660254037844387,60.0,2821.5,299.6649792559018,2010,5,24,morning,0.0003014689761017321,0.0022005034751951245,192.0,5130.0
North,TV,General,Standard,8.5,8.5,0.1817,265.0,4137,0.0703,2.89,0.3660254037844389,21.0,2427.01,95.14830952808413,2011,4,1,afternoon,0.0020546289581822577,0.02922658546489698,31.176470588235293,285.53058823529415
North,Influencer,Stationery,Premium,15.9,7.95,0.2041,281.0,8886,0.0197,1.4,-0.3660254037844387,60.0,4064.65,124.6440018488217,2011,5,4,afternoon,0.0017893315327481433,0.09082901181462656,17.67295597484277,511.27672955974845
North,Email,Storage,Premium,41.6,2.08,0.1084,230.0,5558,0.068,7.22,0.9999999999999998,7.0,5632.14,136.08984957515486,2011,12,7,night,0.007484706729039223,0.11006921660351798,5.528846153846153,2707.7596153846152
North,Search,General,Premium,0.95,0.95,0.1811,800.0,13996,0.0483,4.56,-1.0,7.0,9029.63,181.1193342335036,2011,6,2,afternoon,6.787653615318662e-05,0.0014053113075193917,842.1052631578948,9504.873684210526
North,Email,General,Premium,25.200000000000003,2.1,0.3408,438.0,16145,0.0744,2.35,0.3660254037844379,90.0,3988.11,138.27180896208114,2011,11,9,afternoon,0.0015608547537937444,0.02097923056174388,17.38095238095238,1899.1
North,Email,Seasonal,Premium,2.5,1.25,0.0984,280.0,9759,0.0874,8.31,0.9999999999999998,28.0,531.26,146.61691179358488,2010,12,19,afternoon,0.00025617378829798136,0.0029310502093590545,112.0,425.008
North,Social Media,Seasonal,Premium,3.3,1.65,0.0596,886.0,14238,0.0164,2.49,0.3660254037844379,30.0,1220.11,180.14491556095183,2011,11,30,afternoon,0.0002317741255794353,0.014132568632892395,268.4848484848485,739.4606060606061
North,Email,Kitchen,Premium,15.3,2.55,0.314,266.0,7949,0.0022,5.04,-1.3660254037844386,60.0,1157.77,62.28533295012313,2010,7,28,afternoon,0.0019247704113724998,0.8748956415329544,17.38562091503268,454.0274509803922
North,Search,General,Premium,1.65,1.65,0.2265,90.0,816,0.0069,3.23,-1.0,28.0,2516.49,96.19164378672345,2010,6,27,afternoon,0.0020220588235294115,0.29305200341005966,54.54545454545455,1525.1454545454544
North,Social Media,Seasonal,Premium,35.7,5.95,0.3967,661.0,17572,0.08,2.05,1.0,28.0,490.93,149.92276426180163,2010,3,15,afternoon,0.0020316412474391077,0.02539551559298885,18.515406162464984,82.509243697479
North,Influencer,Kitchen,Standard,6.75,6.75,0.5384,19.0,470,0.0232,5.45,0.9999999999999998,7.0,360.79,55.99707121999684,2009,12,2,afternoon,0.014361702127659574,0.6190388848129127,2.814814814814815,53.45037037037037
North,TV,General,Premium,3.4799999999999995,0.29,0.0898,319.0,7303,0.0435,3.43,-1.0,30.0,33884.850000000006,246.96710537657964,2011,6,21,morning,0.00047651650006846495,0.010954402300424482,91.66666666666669,116844.31034482761
North,Search,Storage,Budget,19.5,1.95,0.3682,601.0,11723,0.006,4.55,1.3660254037844388,14.0,114.5,125.0398427303047,2011,2,6,afternoon,0.0016633967414484347,0.27723279024140574,30.82051282051282,58.71794871794872
North,Affiliate,General,Premium,3.95,3.95,0.1467,216.0,4023,0.0661,2.05,0.9999999999999998,28.0,18446.75,110.71588294549652,2010,12,1,afternoon,0.0009818543375590355,0.014854074698321265,54.68354430379747,4670.06329113924
North,Search,Storage,Premium,19.8,4.95,0.2825,172.0,6412,0.0435,2.78,0.3660254037844389,30.0,6196.6900000000005,100.444350149336,2011,4,14,afternoon,0.0030879600748596383,0.07098758792780778,8.686868686868687,1251.8565656565656
North,Search,Storage,Standard,2.08,2.08,0.4269,978.0,12541,0.1476,5.9,-1.3660254037844386,60.0,13.36,118.66795033951875,2011,7,20,afternoon,0.00016585599234510804,0.001123685584993957,470.1923076923077,6.4230769230769225
North,Search,Storage,Premium,19.5,1.95,0.0258,506.0,17588,0.097,3.87,-1.0,90.0,1193.38,168.6263822883833,2010,6,28,afternoon,0.0011087104844211962,0.01143000499403295,25.94871794871795,611.9897435897436
North,Affiliate,General,Premium,4.68,0.39,0.0636,161.0,1552,0.0263,4.47,-0.3660254037844385,7.0,2238.83,198.19324307188265,2011,10,13,morning,0.003015463917525773,0.11465642271961114,34.401709401709404,5740.589743589743
